Year,Province,Electoral District,Party,Votes Obtained,Percentage of Votes Obtained
1963,Ontario,KITCHENER,Progressive Conservative,22400,41.76
1963,Ontario,KITCHENER,Liberal,19344,36.06
1963,Ontario,KITCHENER,New Democratic Party,11571,21.57
1963,Ontario,KITCHENER,Libertarian Party of Canada,211,0.39
1963,Ontario,KITCHENER,No affiliation to a recognised party,114,0.21
1963,Ontario,LAMBTON--MIDDLESEX,Liberal,17312,41.52
1963,Ontario,LAMBTON--MIDDLESEX,Progressive Conservative,16857,40.43
1963,Ontario,LAMBTON--MIDDLESEX,New Democratic Party,5063,12.14
1963,Ontario,LAMBTON--MIDDLESEX,Christian Heritage Party of Canada,2467,5.92
1963,Ontario,LANARK--CARLETON,Progressive Conservative,27379,48.04
1963,Ontario,LANARK--CARLETON,Liberal,20275,35.57
1963,Ontario,LANARK--CARLETON,New Democratic Party,8359,14.67
1963,Ontario,LANARK--CARLETON,Confederation of Regions Western Party,981,1.72
1963,Ontario,LEEDS--GRENVILLE,Liberal,20141,43.39
1963,Ontario,LEEDS--GRENVILLE,Progressive Conservative,18053,38.89
1963,Ontario,LEEDS--GRENVILLE,New Democratic Party,5141,11.08
1963,Ontario,LEEDS--GRENVILLE,Christian Heritage Party of Canada,1584,3.41
1963,Ontario,LEEDS--GRENVILLE,Confederation of Regions Western Party,1497,3.23
1963,Ontario,LINCOLN,Progressive Conservative,19955,38.6
1963,Ontario,LINCOLN,Liberal,19517,37.75
1963,Ontario,LINCOLN,New Democratic Party,9037,17.48
1963,Ontario,LINCOLN,Christian Heritage Party of Canada,2742,5.3
1963,Ontario,LINCOLN,Independent,280,0.54
1963,Ontario,LINCOLN,Independent,76,0.15
1963,Ontario,LINCOLN,Independent,67,0.13
1963,Ontario,LINCOLN,No affiliation to a recognised party,28,0.05
1963,Ontario,LONDON EAST,Liberal,19547,37.69
1963,Ontario,LONDON EAST,Progressive Conservative,19445,37.5
1963,Ontario,LONDON EAST,New Democratic Party,12667,24.43
1963,Ontario,LONDON EAST,No affiliation to a recognised party,201,0.39
1963,Ontario,LONDON WEST,Progressive Conservative,28392,45.68
1963,Ontario,LONDON WEST,Liberal,23321,37.52
1963,Ontario,LONDON WEST,New Democratic Party,10007,16.1
1963,Ontario,LONDON WEST,Libertarian Party of Canada,435,0.7
1963,Ontario,LONDON--MIDDLESEX,Progressive Conservative,18534,38.33
1963,Ontario,LONDON--MIDDLESEX,Liberal,18526,38.31
1963,Ontario,LONDON--MIDDLESEX,New Democratic Party,11103,22.96
1963,Ontario,LONDON--MIDDLESEX,No affiliation to a recognised party,195,0.4
1963,Ontario,MARKHAM,Progressive Conservative,36673,53.1
1963,Ontario,MARKHAM,Liberal,21973,31.81
1963,Ontario,MARKHAM,New Democratic Party,6209,8.99
1963,Ontario,MARKHAM,No affiliation to a recognised party,3643,5.27
1963,Ontario,MARKHAM,Libertarian Party of Canada,568,0.82
1963,Ontario,MISSISSAUGA EAST,Liberal,23055,45.59
1963,Ontario,MISSISSAUGA EAST,Progressive Conservative,20963,41.46
1963,Ontario,MISSISSAUGA EAST,New Democratic Party,5677,11.23
1963,Ontario,MISSISSAUGA EAST,Libertarian Party of Canada,345,0.68
1963,Ontario,MISSISSAUGA EAST,Confederation of Regions Western Party,258,0.51
1963,Ontario,MISSISSAUGA EAST,Independent,189,0.37
1963,Ontario,MISSISSAUGA EAST,Party for the Commonwealth of Canada,79,0.16
1963,Ontario,MISSISSAUGA SOUTH,Progressive Conservative,24482,51.9
1963,Ontario,MISSISSAUGA SOUTH,Liberal,16362,34.68
1963,Ontario,MISSISSAUGA SOUTH,New Democratic Party,5643,11.96
1963,Ontario,MISSISSAUGA SOUTH,Parti Rhinocéros,332,0.7
1963,Ontario,MISSISSAUGA SOUTH,Libertarian Party of Canada,297,0.63
1963,Ontario,MISSISSAUGA SOUTH,Party for the Commonwealth of Canada,59,0.13
1963,Ontario,MISSISSAUGA WEST,Progressive Conservative,32992,48.15
1963,Ontario,MISSISSAUGA WEST,Liberal,28444,41.51
1963,Ontario,MISSISSAUGA WEST,New Democratic Party,6621,9.66
1963,Ontario,MISSISSAUGA WEST,Libertarian Party of Canada,459,0.67
1963,Ontario,NEPEAN,Liberal,26632,47.18
1963,Ontario,NEPEAN,Progressive Conservative,23399,41.46
1963,Ontario,NEPEAN,New Democratic Party,6119,10.84
1963,Ontario,NEPEAN,Party for the Commonwealth of Canada,292,0.52
1963,Ontario,NIAGARA FALLS,Progressive Conservative,17077,39.48
1963,Ontario,NIAGARA FALLS,Liberal,15137,34.99
1963,Ontario,NIAGARA FALLS,New Democratic Party,9232,21.34
1963,Ontario,NIAGARA FALLS,Christian Heritage Party of Canada,1713,3.96
1963,Ontario,NIAGARA FALLS,Party for the Commonwealth of Canada,97,0.22
1963,Ontario,NICKEL BELT,New Democratic Party,17418,44.73
1963,Ontario,NICKEL BELT,Liberal,9178,23.57
1963,Ontario,NICKEL BELT,Progressive Conservative,8080,20.75
1963,Ontario,NICKEL BELT,Confederation of Regions Western Party,4066,10.44
1963,Ontario,NICKEL BELT,Parti Rhinocéros,202,0.52
1963,Ontario,NIPISSING,Liberal,15488,41.11
1963,Ontario,NIPISSING,Progressive Conservative,15003,39.82
1963,Ontario,NIPISSING,New Democratic Party,6479,17.2
1963,Ontario,NIPISSING,Confederation of Regions Western Party,522,1.39
1963,Ontario,NIPISSING,Independent,187,0.5
1963,Ontario,NORTHUMBERLAND,Liberal,18600,41.12
1963,Ontario,NORTHUMBERLAND,Progressive Conservative,18572,41.06
1963,Ontario,NORTHUMBERLAND,New Democratic Party,6498,14.36
1963,Ontario,NORTHUMBERLAND,Christian Heritage Party of Canada,1093,2.42
1963,Ontario,NORTHUMBERLAND,Libertarian Party of Canada,194,0.43
1963,Ontario,NORTHUMBERLAND,Parti Rhinocéros,184,0.41
1963,Ontario,NORTHUMBERLAND,Confederation of Regions Western Party,94,0.21
1963,Ontario,OAKVILLE--MILTON,Progressive Conservative,35033,54
1963,Ontario,OAKVILLE--MILTON,Liberal,22793,35.13
1963,Ontario,OAKVILLE--MILTON,New Democratic Party,5614,8.65
1963,Ontario,OAKVILLE--MILTON,Christian Heritage Party of Canada,1087,1.68
1963,Ontario,OAKVILLE--MILTON,Libertarian Party of Canada,346,0.53
1963,Ontario,ONTARIO,Progressive Conservative,34969,48.95
1963,Ontario,ONTARIO,Liberal,23091,32.32
1963,Ontario,ONTARIO,New Democratic Party,12751,17.85
1963,Ontario,ONTARIO,Libertarian Party of Canada,485,0.68
1963,Ontario,ONTARIO,Party for the Commonwealth of Canada,147,0.21
1963,Ontario,OSHAWA,New Democratic Party,18410,44.33
1963,Ontario,OSHAWA,Progressive Conservative,14040,33.8
1963,Ontario,OSHAWA,Liberal,8496,20.46
1963,Ontario,OSHAWA,Libertarian Party of Canada,449,1.08
1963,Ontario,OSHAWA,Party for the Commonwealth of Canada,139,0.33
1963,Ontario,OTTAWA CENTRE,Liberal,18096,36.46
1963,Ontario,OTTAWA CENTRE,New Democratic Party,17334,34.92
1963,Ontario,OTTAWA CENTRE,Progressive Conservative,13142,26.48
1963,Ontario,OTTAWA CENTRE,Green Party of Canada,300,0.6
1963,Ontario,OTTAWA CENTRE,Parti Rhinocéros,292,0.59
1963,Ontario,OTTAWA CENTRE,Independent,152,0.31
1963,Ontario,OTTAWA CENTRE,Independent,115,0.23
1963,Ontario,OTTAWA CENTRE,Libertarian Party of Canada,111,0.22
1963,Ontario,OTTAWA CENTRE,No affiliation to a recognised party,66,0.13
1963,Ontario,OTTAWA CENTRE,Co-operative Commonwealth Federation,30,0.06
1963,Ontario,OTTAWA SOUTH,Liberal,27740,50.83
1963,Ontario,OTTAWA SOUTH,Progressive Conservative,19134,35.06
1963,Ontario,OTTAWA SOUTH,New Democratic Party,7392,13.54
1963,Ontario,OTTAWA SOUTH,Libertarian Party of Canada,146,0.27
1963,Ontario,OTTAWA SOUTH,Party for the Commonwealth of Canada,90,0.16
1963,Ontario,OTTAWA SOUTH,No affiliation to a recognised party,74,0.14
1963,Ontario,OTTAWA WEST,Liberal,23470,49.56
1963,Ontario,OTTAWA WEST,Progressive Conservative,18299,38.64
1963,Ontario,OTTAWA WEST,New Democratic Party,5300,11.19
1963,Ontario,OTTAWA WEST,Communist Party of Canada,156,0.33
1963,Ontario,OTTAWA WEST,No affiliation to a recognised party,130,0.27
1963,Ontario,OTTAWA--VANIER,Liberal,28581,59.21
1963,Ontario,OTTAWA--VANIER,Progressive Conservative,11197,23.2
1963,Ontario,OTTAWA--VANIER,New Democratic Party,7712,15.98
1963,Ontario,OTTAWA--VANIER,Parti Rhinocéros,460,0.95
1963,Ontario,OTTAWA--VANIER,No affiliation to a recognised party,256,0.53
1963,Ontario,OTTAWA--VANIER,No affiliation to a recognised party,61,0.13
1963,Ontario,OXFORD,Progressive Conservative,19367,39.75
1963,Ontario,OXFORD,Liberal,18035,37.02
1963,Ontario,OXFORD,New Democratic Party,7771,15.95
1963,Ontario,OXFORD,Christian Heritage Party of Canada,3190,6.55
1963,Ontario,OXFORD,Libertarian Party of Canada,187,0.38
1963,Ontario,OXFORD,Party for the Commonwealth of Canada,166,0.34
1963,Ontario,PARKDALE--HIGH PARK,Liberal,19614,43.46
1963,Ontario,PARKDALE--HIGH PARK,Progressive Conservative,16418,36.37
1963,Ontario,PARKDALE--HIGH PARK,New Democratic Party,8002,17.73
1963,Ontario,PARKDALE--HIGH PARK,Libertarian Party of Canada,448,0.99
1963,Ontario,PARKDALE--HIGH PARK,Parti Rhinocéros,267,0.59
1963,Ontario,PARKDALE--HIGH PARK,Independent,227,0.5
1963,Ontario,PARKDALE--HIGH PARK,Communist Party of Canada,160,0.35
1963,Ontario,PARRY SOUND--MUSKOKA,Progressive Conservative,17232,43.25
1963,Ontario,PARRY SOUND--MUSKOKA,Liberal,12386,31.09
1963,Ontario,PARRY SOUND--MUSKOKA,New Democratic Party,10225,25.66
1963,Ontario,PERTH--WELLINGTON--WATERLOO,Progressive Conservative,17974,39.1
1963,Ontario,PERTH--WELLINGTON--WATERLOO,Liberal,17013,37.01
1963,Ontario,PERTH--WELLINGTON--WATERLOO,New Democratic Party,8727,18.98
1963,Ontario,PERTH--WELLINGTON--WATERLOO,Christian Heritage Party of Canada,2009,4.37
1963,Ontario,PERTH--WELLINGTON--WATERLOO,Libertarian Party of Canada,249,0.54
1963,Ontario,PETERBOROUGH,Progressive Conservative,22492,40.85
1963,Ontario,PETERBOROUGH,Liberal,16693,30.32
1963,Ontario,PETERBOROUGH,New Democratic Party,15147,27.51
1963,Ontario,PETERBOROUGH,Libertarian Party of Canada,277,0.5
1963,Ontario,PETERBOROUGH,Parti Rhinocéros,238,0.43
1963,Ontario,PETERBOROUGH,Green Party of Canada,208,0.38
1963,Ontario,PRINCE EDWARD--HASTINGS,Liberal,19559,43.13
1963,Ontario,PRINCE EDWARD--HASTINGS,Progressive Conservative,16408,36.18
1963,Ontario,PRINCE EDWARD--HASTINGS,New Democratic Party,6564,14.48
1963,Ontario,PRINCE EDWARD--HASTINGS,Christian Heritage Party of Canada,2063,4.55
1963,Ontario,PRINCE EDWARD--HASTINGS,Confederation of Regions Western Party,522,1.15
1963,Ontario,PRINCE EDWARD--HASTINGS,Libertarian Party of Canada,229,0.51
1963,Ontario,RENFREW,Liberal,25558,54.33
1963,Ontario,RENFREW,Progressive Conservative,15081,32.06
1963,Ontario,RENFREW,New Democratic Party,5879,12.5
1963,Ontario,RENFREW,Confederation of Regions Western Party,520,1.11
1963,Ontario,ROSEDALE,Progressive Conservative,22704,41.36
1963,Ontario,ROSEDALE,Liberal,22624,41.21
1963,Ontario,ROSEDALE,New Democratic Party,8266,15.06
1963,Ontario,ROSEDALE,Libertarian Party of Canada,411,0.75
1963,Ontario,ROSEDALE,Green Party of Canada,397,0.72
1963,Ontario,ROSEDALE,Parti Rhinocéros,265,0.48
1963,Ontario,ROSEDALE,Independent,102,0.19
1963,Ontario,ROSEDALE,Independent,91,0.17
1963,Ontario,ROSEDALE,Party for the Commonwealth of Canada,33,0.06
1963,Ontario,SARNIA--LAMBTON,Progressive Conservative,19304,45.04
1964,Ontario,SARNIA--LAMBTON,Liberal,13624,31.79
1964,Ontario,SARNIA--LAMBTON,New Democratic Party,9525,22.22
1964,Ontario,SARNIA--LAMBTON,Parti Rhinocéros,408,0.95
1964,Ontario,SAULT STE. MARIE,New Democratic Party,14595,35.28
1964,Ontario,SAULT STE. MARIE,Progressive Conservative,13533,32.72
1964,Ontario,SAULT STE. MARIE,Liberal,13237,32
1964,Ontario,SCARBOROUGH CENTRE,Progressive Conservative,17247,40.64
1964,Ontario,SCARBOROUGH CENTRE,Liberal,16846,39.69
1964,Ontario,SCARBOROUGH CENTRE,New Democratic Party,8004,18.86
1964,Ontario,SCARBOROUGH CENTRE,Libertarian Party of Canada,342,0.81
1964,Ontario,SCARBOROUGH EAST,Progressive Conservative,18149,43.29
1964,Ontario,SCARBOROUGH EAST,Liberal,16337,38.96
1964,Ontario,SCARBOROUGH EAST,New Democratic Party,6866,16.38
1964,Ontario,SCARBOROUGH EAST,Libertarian Party of Canada,307,0.73
1964,Ontario,SCARBOROUGH EAST,Green Party of Canada,201,0.48
1964,Ontario,SCARBOROUGH EAST,Communist Party of Canada,69,0.16
1964,Ontario,SCARBOROUGH WEST,Liberal,15363,36.8
1964,Ontario,SCARBOROUGH WEST,Progressive Conservative,14923,35.75
1964,Ontario,SCARBOROUGH WEST,New Democratic Party,11000,26.35
1964,Ontario,SCARBOROUGH WEST,Libertarian Party of Canada,459,1.1
1964,Ontario,SCARBOROUGH--AGINCOURT,Liberal,19459,44.31
1964,Ontario,SCARBOROUGH--AGINCOURT,Progressive Conservative,18601,42.36
1964,Ontario,SCARBOROUGH--AGINCOURT,New Democratic Party,5082,11.57
1964,Ontario,SCARBOROUGH--AGINCOURT,No affiliation to a recognised party,442,1.01
1964,Ontario,SCARBOROUGH--AGINCOURT,Libertarian Party of Canada,328,0.75
1964,Ontario,SCARBOROUGH--ROUGE RIVER,Liberal,22767,47.11
1964,Ontario,SCARBOROUGH--ROUGE RIVER,Progressive Conservative,18171,37.6
1964,Ontario,SCARBOROUGH--ROUGE RIVER,New Democratic Party,6589,13.63
1964,Ontario,SCARBOROUGH--ROUGE RIVER,Libertarian Party of Canada,513,1.06
1964,Ontario,SCARBOROUGH--ROUGE RIVER,Green Party of Canada,286,0.59
1964,Ontario,SIMCOE CENTRE,Progressive Conservative,23504,45.37
1964,Ontario,SIMCOE CENTRE,Liberal,17233,33.27
1964,Ontario,SIMCOE CENTRE,New Democratic Party,8380,16.18
1964,Ontario,SIMCOE CENTRE,Christian Heritage Party of Canada,2252,4.35
1964,Ontario,SIMCOE CENTRE,Confederation of Regions Western Party,433,0.84
1964,Ontario,SIMCOE NORTH,Progressive Conservative,21847,44.05
1964,Ontario,SIMCOE NORTH,Liberal,18755,37.81
1964,Ontario,SIMCOE NORTH,New Democratic Party,8995,18.14
1964,Ontario,ST. CATHARINES,Progressive Conservative,19623,40.74
1964,Ontario,ST. CATHARINES,Liberal,16043,33.31
1964,Ontario,ST. CATHARINES,New Democratic Party,12260,25.45
1964,Ontario,ST. CATHARINES,Communist Party of Canada,241,0.5
1964,Ontario,ST. PAUL'S,Progressive Conservative,25206,47.53
1964,Ontario,ST. PAUL'S,Liberal,21655,40.84
1964,Ontario,ST. PAUL'S,New Democratic Party,5303,10
1964,Ontario,ST. PAUL'S,Green Party of Canada,348,0.66
1964,Ontario,ST. PAUL'S,Libertarian Party of Canada,346,0.65
1964,Ontario,ST. PAUL'S,Communist Party of Canada,171,0.32
1964,Ontario,STORMONT--DUNDAS,Liberal,19698,45.97
1964,Ontario,STORMONT--DUNDAS,Progressive Conservative,12572,29.34
1964,Ontario,STORMONT--DUNDAS,New Democratic Party,5448,12.71
1964,Ontario,STORMONT--DUNDAS,Confederation of Regions Western Party,5135,11.98
1964,Ontario,SUDBURY,Liberal,17879,42.03
1964,Ontario,SUDBURY,New Democratic Party,11811,27.77
1964,Ontario,SUDBURY,Progressive Conservative,9356,21.99
1964,Ontario,SUDBURY,Confederation of Regions Western Party,3391,7.97
1964,Ontario,SUDBURY,Communist Party of Canada,102,0.24
1964,Ontario,THUNDER BAY--ATIKOKAN,New Democratic Party,13132,35.85
1964,Ontario,THUNDER BAY--ATIKOKAN,Liberal,11968,32.67
1964,Ontario,THUNDER BAY--ATIKOKAN,Progressive Conservative,11454,31.27
1964,Ontario,THUNDER BAY--ATIKOKAN,Communist Party of Canada,75,0.2
1964,Ontario,THUNDER BAY--NIPIGON,Liberal,15346,40.23
1964,Ontario,THUNDER BAY--NIPIGON,New Democratic Party,13019,34.13
1964,Ontario,THUNDER BAY--NIPIGON,Progressive Conservative,9782,25.64
1964,Ontario,TIMISKAMING,Progressive Conservative,11230,36.57
1964,Ontario,TIMISKAMING,Liberal,10284,33.49
1964,Ontario,TIMISKAMING,New Democratic Party,7831,25.5
1964,Ontario,TIMISKAMING,Confederation of Regions Western Party,1207,3.93
1964,Ontario,TIMISKAMING,Independent,160,0.52
1964,Ontario,TIMMINS--CHAPLEAU,New Democratic Party,11622,36.6
1964,Ontario,TIMMINS--CHAPLEAU,Liberal,10347,32.59
1964,Ontario,TIMMINS--CHAPLEAU,Progressive Conservative,9782,30.81
1964,Ontario,TRINITY--SPADINA,New Democratic Party,15565,38.55
1964,Ontario,TRINITY--SPADINA,Liberal,15082,37.35
1964,Ontario,TRINITY--SPADINA,Progressive Conservative,8618,21.34
1964,Ontario,TRINITY--SPADINA,Libertarian Party of Canada,494,1.22
1964,Ontario,TRINITY--SPADINA,Parti Rhinocéros,444,1.1
1964,Ontario,TRINITY--SPADINA,Independent,127,0.31
1964,Ontario,TRINITY--SPADINA,No affiliation to a recognised party,49,0.12
1964,Ontario,VICTORIA--HALIBURTON,Progressive Conservative,22270,46.82
1964,Ontario,VICTORIA--HALIBURTON,Liberal,16549,34.79
1964,Ontario,VICTORIA--HALIBURTON,New Democratic Party,8203,17.24
1964,Ontario,VICTORIA--HALIBURTON,Libertarian Party of Canada,265,0.56
1964,Ontario,VICTORIA--HALIBURTON,Social Credit Party of Canada,168,0.35
1964,Ontario,VICTORIA--HALIBURTON,Party for the Commonwealth of Canada,113,0.24
1964,Ontario,WATERLOO,Progressive Conservative,26949,45.11
1964,Ontario,WATERLOO,Liberal,21715,36.35
1964,Ontario,WATERLOO,New Democratic Party,10418,17.44
1964,Ontario,WATERLOO,Libertarian Party of Canada,663,1.11
1964,Ontario,WELLAND--ST. CATHARINES--THOROLD,Liberal,17878,37.87
1964,Ontario,WELLAND--ST. CATHARINES--THOROLD,Progressive Conservative,16287,34.5
1964,Ontario,WELLAND--ST. CATHARINES--THOROLD,New Democratic Party,12646,26.79
1964,Ontario,WELLAND--ST. CATHARINES--THOROLD,Green Party of Canada,273,0.58
1964,Ontario,WELLAND--ST. CATHARINES--THOROLD,No affiliation to a recognised party,71,0.15
1964,Ontario,WELLAND--ST. CATHARINES--THOROLD,Communist Party of Canada,57,0.12
1964,Ontario,WELLINGTON--GREY--DUFFERIN--SIMCOE,Progressive Conservative,26066,50.89
1964,Ontario,WELLINGTON--GREY--DUFFERIN--SIMCOE,Liberal,15494,30.25
1964,Ontario,WELLINGTON--GREY--DUFFERIN--SIMCOE,New Democratic Party,7746,15.12
1964,Ontario,WELLINGTON--GREY--DUFFERIN--SIMCOE,Christian Heritage Party of Canada,1761,3.44
1964,Ontario,WELLINGTON--GREY--DUFFERIN--SIMCOE,Libertarian Party of Canada,157,0.31
1964,Ontario,WILLOWDALE,Liberal,24230,47.04
1964,Ontario,WILLOWDALE,Progressive Conservative,22347,43.38
1964,Ontario,WILLOWDALE,New Democratic Party,4517,8.77
1964,Ontario,WILLOWDALE,Parti Rhinocéros,268,0.52
1964,Ontario,WILLOWDALE,Libertarian Party of Canada,147,0.29
1964,Ontario,WINDSOR WEST,Liberal,23796,56.24
1964,Ontario,WINDSOR WEST,New Democratic Party,12143,28.7
1964,Ontario,WINDSOR WEST,Progressive Conservative,6131,14.49
1964,Ontario,WINDSOR WEST,No affiliation to a recognised party,127,0.3
1964,Ontario,WINDSOR WEST,Communist Party of Canada,112,0.26
1964,Ontario,WINDSOR--LAKE ST. CLAIR,New Democratic Party,18915,43.42
1964,Ontario,WINDSOR--LAKE ST. CLAIR,Liberal,16192,37.17
1964,Ontario,WINDSOR--LAKE ST. CLAIR,Progressive Conservative,8453,19.41
1964,Ontario,YORK CENTRE,Liberal,24962,60.52
1964,Ontario,YORK CENTRE,Progressive Conservative,9248,22.42
1964,Ontario,YORK CENTRE,New Democratic Party,6350,15.4
1964,Ontario,YORK CENTRE,Libertarian Party of Canada,683,1.66
1964,Ontario,YORK NORTH,Liberal,37513,42.71
1964,Ontario,YORK NORTH,Progressive Conservative,37436,42.63
1964,Ontario,YORK NORTH,New Democratic Party,11583,13.19
1964,Ontario,YORK NORTH,Libertarian Party of Canada,1293,1.47
1964,Ontario,YORK SOUTH--WESTON,Liberal,21111,53.71
1964,Ontario,YORK SOUTH--WESTON,New Democratic Party,9095,23.14
1964,Ontario,YORK SOUTH--WESTON,Progressive Conservative,8488,21.6
1964,Ontario,YORK SOUTH--WESTON,Libertarian Party of Canada,295,0.75
1964,Ontario,YORK SOUTH--WESTON,Communist Party of Canada,210,0.53
1964,Ontario,YORK SOUTH--WESTON,Party for the Commonwealth of Canada,105,0.27
1964,Ontario,YORK WEST,Liberal,19936,59.65
1964,Ontario,YORK WEST,Progressive Conservative,6368,19.05
1964,Ontario,YORK WEST,New Democratic Party,6088,18.21
1964,Ontario,YORK WEST,Libertarian Party of Canada,498,1.49
1964,Ontario,YORK WEST,No affiliation to a recognised party,270,0.81
1964,Ontario,YORK WEST,Independent,145,0.43
1964,Ontario,YORK WEST,Communist Party of Canada,119,0.36
1964,Ontario,YORK--SIMCOE,Progressive Conservative,26732,47.18
1964,Ontario,YORK--SIMCOE,Liberal,19906,35.13
1964,Ontario,YORK--SIMCOE,New Democratic Party,7489,13.22
1964,Ontario,YORK--SIMCOE,Christian Heritage Party of Canada,2203,3.89
1964,Ontario,YORK--SIMCOE,Libertarian Party of Canada,335,0.59
1964,Prince Edward Island,CARDIGAN,Liberal,9325,51.62
1964,Prince Edward Island,CARDIGAN,Progressive Conservative,7936,43.93
1964,Prince Edward Island,CARDIGAN,New Democratic Party,805,4.46
1964,Prince Edward Island,EGMONT,Liberal,10158,53.09
1964,Prince Edward Island,EGMONT,Progressive Conservative,7538,39.4
1964,Prince Edward Island,EGMONT,New Democratic Party,1438,7.52
1964,Prince Edward Island,HILLSBOROUGH,Liberal,8897,43.68
1964,Prince Edward Island,HILLSBOROUGH,Progressive Conservative,8638,42.41
1964,Prince Edward Island,HILLSBOROUGH,New Democratic Party,1984,9.74
1964,Prince Edward Island,HILLSBOROUGH,Independent,569,2.79
1964,Prince Edward Island,HILLSBOROUGH,Christian Heritage Party of Canada,281,1.38
1964,Prince Edward Island,MALPEQUE,Liberal,9381,51.9
1964,Prince Edward Island,MALPEQUE,Progressive Conservative,7260,40.17
1964,Prince Edward Island,MALPEQUE,New Democratic Party,1434,7.93
1964,Quebec,ABITIBI,Progressive Conservative,22254,57.55
1964,Quebec,ABITIBI,New Democratic Party,10161,26.28
